SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: -1888680177628538559 | 74
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     501.42 |       0.00 | 14 18 13 9 5 4 6 7 8 16 17 11 1 3 19 10 12 2 15 | seed: -6706671676875328646 | 85
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: 1000991223132581512 | 97
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     522.54 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 3 19 10 12 15 2 | seed: -7141863862317541761 | 88
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: 4023314978445376772 | 89
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     496.16 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 12 19 3 10 2 15 | seed: 7290871229045510308 | 91
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     496.16 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 12 19 3 10 2 15 | seed: 4628182446008018451 | 99
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: -6390485517642855202 | 80
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     496.16 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 12 19 3 10 2 15 | seed: -1702214188099146567 | 98
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.88 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 3 12 10 2 15 | seed: -3228985919335421444 | 90
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     496.99 |       0.00 | 14 18 13 9 8 6 4 5 7 16 17 11 1 12 19 3 10 2 15 | seed: -6664824153018546278 | 84
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     501.42 |       0.00 | 14 18 13 9 5 4 6 7 8 16 17 11 1 3 19 10 12 2 15 | seed: 8946218802311665306 | 81
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     460.70 |       0.00 | 14 18 13 9 5 4 8 6 7 16 11 19 17 1 12 10 3 2 15 | seed: -5949711632075471711 | 86
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     524.10 |       0.00 | 14 18 13 9 5 4 6 7 8 16 17 11 1 3 19 10 12 15 2 | seed: -5643214721263383425 | 96
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     496.16 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 12 19 3 10 2 15 | seed: -8556782580292468357 | 92
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     499.87 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 3 19 10 12 2 15 | seed: -7759558005426724459 | 94
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     490.97 |       0.00 | 14 18 13 9 5 4 6 8 7 16 17 11 1 19 10 3 12 2 15 | seed: -2830716248477565036 | 95
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     493.36 |       0.00 | 14 18 13 9 5 4 8 6 7 16 17 11 1 19 10 3 12 2 15 | seed: -6308391858110313893 | 78
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     455.43 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 17 11 1 12 3 10 2 15 | seed: -4967283114386920426 | 79
SolomonPotvinBengio/rc_201.1.txt |   sequence | open (improved init) |     453.99 |       0.00 | 14 18 13 9 5 4 8 6 7 16 19 11 17 1 12 10 3 2 15 | seed: -2569382551530750158 | 93
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     743.06 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: 4773882199447063711 | 3
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     772.42 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 24 2 7 11 3 4 14 20 22 15 | seed: 1072295717918172336 | 7
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     773.90 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 2 24 7 11 14 3 4 20 22 15 | seed: -1260307732480181475 | 18
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     744.80 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 1 17 18 24 2 7 11 3 4 14 20 22 15 | seed: -2847838787739266114 | 36
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     769.31 |       0.00 | 21 13 23 9 10 12 8 6 5 16 19 25 18 17 1 24 2 7 11 3 4 14 20 22 15 | seed: 2620600109105414704 | 46
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     772.42 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 24 2 7 11 3 4 14 20 22 15 | seed: 4410137441749728855 | 55
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     732.03 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 18 1 24 2 11 7 4 3 14 20 22 15 | seed: -3072426267030272359 | 51
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     746.66 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 14 3 4 20 22 15 | seed: -5434507911032937056 | 45
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     743.06 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: -7509723115906901533 | 2
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     746.31 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 15 22 | seed: 1555115997965996846 | 12
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     765.00 |       0.00 | 13 21 23 9 10 6 5 12 8 16 19 25 17 18 1 2 24 11 7 3 4 14 20 22 15 | seed: 5386428443477761872 | 33
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     735.36 |       0.00 | 21 23 13 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 4 3 14 20 22 15 | seed: 3167248024405574223 | 28
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     727.07 |       0.00 | 21 13 9 23 10 12 5 6 8 16 19 25 17 18 1 24 2 7 11 4 3 14 20 22 15 | seed: -7633229822464162317 | 19
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     751.21 |       0.00 | 21 13 23 9 10 12 6 5 8 16 19 25 17 18 1 24 2 11 7 3 4 14 20 22 15 | seed: 3054636148905244970 | 42
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     772.42 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 24 2 7 11 3 4 14 20 22 15 | seed: 4783424415065867813 | 47
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     757.74 |       0.00 | 21 13 23 9 10 12 8 6 5 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: -2301087866263427425 | 37
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     772.42 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 24 2 7 11 3 4 14 20 22 15 | seed: -4855662141852586605 | 53
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     769.41 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 2 24 7 11 4 3 14 20 22 15 | seed: 5266397821820325567 | 13
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     750.94 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 11 7 14 3 4 20 22 15 | seed: 5107589356988623037 | 0
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     752.62 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 18 1 2 24 7 11 3 4 14 20 22 15 | seed: 1797048501879966863 | 15
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     737.10 |       0.00 | 21 23 13 9 10 12 5 6 8 16 19 25 1 17 18 24 2 7 11 4 3 14 20 22 15 | seed: -7554820066588689343 | 11
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     757.22 |       0.00 | 21 13 10 23 9 12 5 6 8 16 19 25 18 17 1 2 24 7 11 14 3 4 20 22 15 | seed: -106077344204176274 | 4
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     780.50 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 2 24 7 11 3 4 14 20 22 15 | seed: 7659331578535242372 | 5
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     743.06 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: -5177918368255544365 | 8
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     743.06 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: 463166295453590787 | 26
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     732.03 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 18 1 24 2 11 7 4 3 14 20 22 15 | seed: -8802797249236479917 | 52
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     757.69 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 1 17 18 2 24 11 7 4 3 14 20 22 15 | seed: 3478331783486215284 | 38
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     761.33 |       0.00 | 21 13 23 9 10 12 5 6 8 19 16 25 17 18 1 24 2 7 11 4 3 14 20 22 15 | seed: 1695920412204438985 | 9
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     733.60 |       0.00 | 13 21 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 7 11 3 4 14 20 22 15 | seed: -9014181678452819111 | 32
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     752.04 |       0.00 | 21 23 13 10 9 12 5 6 8 16 19 25 17 18 1 24 2 7 11 14 3 4 20 15 22 | seed: 892659359939785432 | 48
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     750.94 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 17 1 18 24 2 11 7 14 3 4 20 22 15 | seed: 647214214106716425 | 22
SolomonPotvinBengio/rc_201.2.txt |   sequence | open (improved init) |     744.80 |       0.00 | 21 13 23 9 10 12 5 6 8 16 19 25 1 17 18 24 2 7 11 3 4 14 20 22 15 | seed: -4641207864933990717 | 43
